quema,x,y,cell,coverage_fraction,var,value,date,date_img
Autumn,535015,4129405,2189,0.24527868628501892,s2nbr,0.11288711428642273,2018-12-27,post2
Autumn,535025,4129405,2190,0.9616976976394653,s2nbr,0.14201834797859192,2018-12-12,pre2
Autumn,535025,4129405,2190,0.9616976976394653,s2nbr,0.20224019885063171,2018-12-17,pre1
Autumn,535025,4129405,2190,0.9616976976394653,s2nbr,0.17822076380252838,2018-12-22,post1
Autumn,535025,4129405,2190,0.9616976976394653,s2nbr,0.16142131388187408,2018-12-27,post2
Autumn,535035,4129405,2191,1,s2nbr,-0.3413654565811157,2018-12-12,pre2
Autumn,535035,4129405,2191,1,s2nbr,-0.24345295131206512,2018-12-17,pre1
Autumn,535035,4129405,2191,1,s2nbr,-0.14939658343791962,2018-12-22,post1
Autumn,535035,4129405,2191,1,s2nbr,0.002415458904579282,2018-12-27,post2
Autumn,535045,4129405,2192,1,s2nbr,-0.11295469105243683,2018-12-12,pre2
Autumn,535045,4129405,2192,1,s2nbr,-0.18681319057941437,2018-12-17,pre1
Autumn,535045,4129405,2192,1,s2nbr,-0.0968838557600975,2018-12-22,post1
Autumn,535045,4129405,2192,1,s2nbr,-0.011560693383216858,2018-12-27,post2
Autumn,535055,4129405,2193,0.9994978308677673,s2nbr,0.05678745359182358,2018-12-12,pre2
Autumn,535055,4129405,2193,0.9994978308677673,s2nbr,0.13153360784053802,2018-12-17,pre1
Autumn,535055,4129405,2193,0.9994978308677673,s2nbr,0.005649717524647713,2018-12-22,post1
Autumn,535055,4129405,2193,0.9994978308677673,s2nbr,0.03846153989434242,2018-12-27,post2
Autumn,535065,4129405,2194,0.48760324716567993,s2nbr,0.11177794635295868,2018-12-12,pre2
Autumn,535065,4129405,2194,0.48760324716567993,s2nbr,0.08136031031608582,2018-12-17,pre1
Autumn,535065,4129405,2194,0.48760324716567993,s2nbr,0.047138046473264694,2018-12-22,post1
Autumn,535065,4129405,2194,0.48760324716567993,s2nbr,0.06666667014360428,2018-12-27,post2
Autumn,535075,4129405,2195,0.016708631068468094,s2nbr,0.19565217196941376,2018-12-12,pre2
Autumn,535075,4129405,2195,0.016708631068468094,s2nbr,0.24406659603118896,2018-12-17,pre1
Autumn,535075,4129405,2195,0.016708631068468094,s2nbr,0.16085989773273468,2018-12-22,post1
Autumn,535075,4129405,2195,0.016708631068468094,s2nbr,0.14035087823867798,2018-12-27,post2
Autumn,534995,4129395,2264,0.03035527653992176,s2nbr,-0.01992460899055004,2018-12-12,pre2
Autumn,534995,4129395,2264,0.03035527653992176,s2nbr,0.04149377718567848,2018-12-17,pre1
Autumn,534995,4129395,2264,0.03035527653992176,s2nbr,-0.07692307978868484,2018-12-22,post1
Autumn,534995,4129395,2264,0.03035527653992176,s2nbr,0.016507385298609734,2018-12-27,post2
Autumn,535005,4129395,2265,0.45014095306396484,s2nbr,0.1672433614730835,2018-12-12,pre2
Autumn,535005,4129395,2265,0.45014095306396484,s2nbr,0.21129706501960754,2018-12-17,pre1
Autumn,535005,4129395,2265,0.45014095306396484,s2nbr,0.12304842472076416,2018-12-22,post1
Autumn,535005,4129395,2265,0.45014095306396484,s2nbr,0.11653116345405579,2018-12-27,post2
Autumn,535015,4129395,2266,0.942100465297699,s2nbr,0.05867014452815056,2018-12-12,pre2
Autumn,535015,4129395,2266,0.942100465297699,s2nbr,0.11398354917764664,2018-12-17,pre1
Autumn,535015,4129395,2266,0.942100465297699,s2nbr,0.12165385484695435,2018-12-22,post1
Autumn,535015,4129395,2266,0.942100465297699,s2nbr,0.06590257585048676,2018-12-27,post2
Autumn,535025,4129395,2267,1,s2nbr,-0.12333155423402786,2018-12-12,pre2
Autumn,535025,4129395,2267,1,s2nbr,-0.0150602413341403,2018-12-17,pre1
Autumn,535025,4129395,2267,1,s2nbr,0.017314352095127106,2018-12-22,post1
Autumn,535025,4129395,2267,1,s2nbr,-0.013530135154724121,2018-12-27,post2
Autumn,535035,4129395,2268,1,s2nbr,-0.26290515065193176,2018-12-12,pre2
Autumn,535035,4129395,2268,1,s2nbr,-0.3146944046020508,2018-12-17,pre1
Autumn,535035,4129395,2268,1,s2nbr,-0.3918256163597107,2018-12-22,post1
Autumn,535035,4129395,2268,1,s2nbr,-0.12722298502922058,2018-12-27,post2
Autumn,535045,4129395,2269,1,s2nbr,-0.1341095268726349,2018-12-12,pre2
Autumn,535045,4129395,2269,1,s2nbr,-0.20993667840957642,2018-12-17,pre1
Autumn,535045,4129395,2269,1,s2nbr,-0.2782956063747406,2018-12-22,post1
Autumn,535045,4129395,2269,1,s2nbr,-0.14064516127109528,2018-12-27,post2
Autumn,535055,4129395,2270,1,s2nbr,-0.026942601427435875,2018-12-12,pre2
Autumn,535055,4129395,2270,1,s2nbr,-0.02985074557363987,2018-12-17,pre1
Autumn,535055,4129395,2270,1,s2nbr,-0.2025052160024643,2018-12-22,post1
Autumn,535055,4129395,2270,1,s2nbr,-0.10638298094272614,2018-12-27,post2
Autumn,535065,4129395,2271,1,s2nbr,-0.08695652335882187,2018-12-12,pre2
Autumn,535065,4129395,2271,1,s2nbr,-0.14622056484222412,2018-12-17,pre1
Autumn,535065,4129395,2271,1,s2nbr,-0.1803186982870102,2018-12-22,post1
Autumn,535065,4129395,2271,1,s2nbr,-0.18210197985172272,2018-12-27,post2
Autumn,535075,4129395,2272,0.9056866765022278,s2nbr,0.022412970662117004,2018-12-12,pre2
Autumn,535075,4129395,2272,0.9056866765022278,s2nbr,0.027339642867445946,2018-12-17,pre1
Autumn,535075,4129395,2272,0.9056866765022278,s2nbr,-0.022523613646626472,2018-12-22,post1
Autumn,535075,4129395,2272,0.9056866765022278,s2nbr,-0.06566604226827621,2018-12-27,post2
Autumn,535085,4129395,2273,0.7857373952865601,s2nbr,-0.0037113402504473925,2018-12-12,pre2
Autumn,535085,4129395,2273,0.7857373952865601,s2nbr,0.03548184037208557,2018-12-17,pre1
Autumn,535085,4129395,2273,0.7857373952865601,s2nbr,-0.017529556527733803,2018-12-22,post1
Autumn,535085,4129395,2273,0.7857373952865601,s2nbr,0.025792188942432404,2018-12-27,post2
Autumn,535095,4129395,2274,0.7672296762466431,s2nbr,-0.007450331002473831,2018-12-12,pre2
Autumn,535095,4129395,2274,0.7672296762466431,s2nbr,0.0580274760723114,2018-12-17,pre1
Autumn,535095,4129395,2274,0.7672296762466431,s2nbr,-0.02295081876218319,2018-12-22,post1
Autumn,535095,4129395,2274,0.7672296762466431,s2nbr,0.03433162719011307,2018-12-27,post2
Autumn,535105,4129395,2275,0.5770314931869507,s2nbr,-0.03179650381207466,2018-12-12,pre2
Autumn,535105,4129395,2275,0.5770314931869507,s2nbr,0.029400235041975975,2018-12-17,pre1
Autumn,535105,4129395,2275,0.5770314931869507,s2nbr,-0.03416328877210617,2018-12-22,post1
Autumn,535105,4129395,2275,0.5770314931869507,s2nbr,0.026647966355085373,2018-12-27,post2
Autumn,535115,4129395,2276,0.054027944803237915,s2nbr,-0.016444792971014977,2018-12-12,pre2
Autumn,535115,4129395,2276,0.054027944803237915,s2nbr,0.04327666014432907,2018-12-17,pre1
Autumn,535115,4129395,2276,0.054027944803237915,s2nbr,-0.051619235426187515,2018-12-22,post1
Autumn,535115,4129395,2276,0.054027944803237915,s2nbr,0.04407713562250137,2018-12-27,post2
Autumn,534985,4129385,2340,0.07914220541715622,s2nbr,0.1418214738368988,2018-12-12,pre2
Autumn,534985,4129385,2340,0.07914220541715622,s2nbr,0.1727842390537262,2018-12-17,pre1
Autumn,534985,4129385,2340,0.07914220541715622,s2nbr,0.06580764055252075,2018-12-22,post1
Autumn,534985,4129385,2340,0.07914220541715622,s2nbr,0.10584518313407898,2018-12-27,post2
Autumn,534995,4129385,2341,0.8515298366546631,s2nbr,0.11412534862756729,2018-12-12,pre2
Autumn,534995,4129385,2341,0.8515298366546631,s2nbr,0.1332082599401474,2018-12-17,pre1
Autumn,534995,4129385,2341,0.8515298366546631,s2nbr,0.09009412676095963,2018-12-22,post1
Autumn,534995,4129385,2341,0.8515298366546631,s2nbr,0.12248062342405319,2018-12-27,post2
Autumn,535005,4129385,2342,1,s2nbr,0.039254821836948395,2018-12-12,pre2
Autumn,535005,4129385,2342,1,s2nbr,0.04253968223929405,2018-12-17,pre1
Autumn,535005,4129385,2342,1,s2nbr,0.10456633567810059,2018-12-22,post1
Autumn,535005,4129385,2342,1,s2nbr,0.0721062645316124,2018-12-27,post2
Autumn,535015,4129385,2343,1,s2nbr,-0.321739137172699,2018-12-12,pre2
Autumn,535015,4129385,2343,1,s2nbr,-0.27796611189842224,2018-12-17,pre1
Autumn,535015,4129385,2343,1,s2nbr,-0.1360987275838852,2018-12-22,post1
Autumn,535015,4129385,2343,1,s2nbr,-0.1228473037481308,2018-12-27,post2
Autumn,535025,4129385,2344,1,s2nbr,-0.1348435878753662,2018-12-12,pre2
Autumn,535025,4129385,2344,1,s2nbr,-0.23518632352352142,2018-12-17,pre1
Autumn,535025,4129385,2344,1,s2nbr,-0.2951318323612213,2018-12-22,post1
Autumn,535025,4129385,2344,1,s2nbr,-0.08994708955287933,2018-12-27,post2
Autumn,535035,4129385,2345,1,s2nbr,0.0657193586230278,2018-12-12,pre2
Autumn,535035,4129385,2345,1,s2nbr,0.07375171780586243,2018-12-17,pre1
Autumn,535035,4129385,2345,1,s2nbr,-0.2656095027923584,2018-12-22,post1
Autumn,535035,4129385,2345,1,s2nbr,-0.06185567006468773,2018-12-27,post2
Autumn,535045,4129385,2346,1,s2nbr,0.04189435392618179,2018-12-12,pre2
Autumn,535045,4129385,2346,1,s2nbr,0.09934735298156738,2018-12-17,pre1
Autumn,535045,4129385,2346,1,s2nbr,-0.18665018677711487,2018-12-22,post1
Autumn,535045,4129385,2346,1,s2nbr,-0.07151515036821365,2018-12-27,post2
Autumn,535055,4129385,2347,1,s2nbr,0.07557117938995361,2018-12-12,pre2
Autumn,535055,4129385,2347,1,s2nbr,0.15567640960216522,2018-12-17,pre1
Autumn,535055,4129385,2347,1,s2nbr,-0.14649681746959686,2018-12-22,post1
Autumn,535055,4129385,2347,1,s2nbr,-0.03512880578637123,2018-12-27,post2
Autumn,535065,4129385,2348,1,s2nbr,-0.0594315230846405,2018-12-12,pre2
Autumn,535065,4129385,2348,1,s2nbr,-0.013143482618033886,2018-12-17,pre1
Autumn,535065,4129385,2348,1,s2nbr,-0.24726735055446625,2018-12-22,post1
Autumn,535065,4129385,2348,1,s2nbr,-0.1568228155374527,2018-12-27,post2
Autumn,535075,4129385,2349,1,s2nbr,0.0298154279589653,2018-12-12,pre2
Autumn,535075,4129385,2349,1,s2nbr,0.03946002200245857,2018-12-17,pre1
Autumn,535075,4129385,2349,1,s2nbr,-0.06267303973436356,2018-12-22,post1
Autumn,535075,4129385,2349,1,s2nbr,-0.09125840663909912,2018-12-27,post2
Autumn,535085,4129385,2350,1,s2nbr,0.01337657030671835,2018-12-12,pre2
Autumn,535085,4129385,2350,1,s2nbr,-0.004153005313128233,2018-12-17,pre1
Autumn,535085,4129385,2350,1,s2nbr,-0.019191507250070572,2018-12-22,post1
Autumn,535085,4129385,2350,1,s2nbr,-0.03281249850988388,2018-12-27,post2
Autumn,535095,4129385,2351,1,s2nbr,0.022882375866174698,2018-12-12,pre2
Autumn,535095,4129385,2351,1,s2nbr,0.033859096467494965,2018-12-17,pre1
Autumn,535095,4129385,2351,1,s2nbr,0.004387714434415102,2018-12-22,post1
Autumn,535095,4129385,2351,1,s2nbr,0.011958146467804909,2018-12-27,post2
Autumn,535105,4129385,2352,0.4973117709159851,s2nbr,0.0324263870716095,2018-12-12,pre2
Autumn,535105,4129385,2352,0.4973117709159851,s2nbr,-0.010199918411672115,2018-12-17,pre1
Autumn,535105,4129385,2352,0.4973117709159851,s2nbr,-0.007332205306738615,2018-12-22,post1
Autumn,535105,4129385,2352,0.4973117709159851,s2nbr,-0.03197025880217552,2018-12-27,post2
Autumn,534975,4129375,2416,0.0014095604419708252,s2nbr,0.10983606427907944,2018-12-12,pre2
Autumn,534975,4129375,2416,0.0014095604419708252,s2nbr,0.12940213084220886,2018-12-17,pre1
Autumn,534975,4129375,2416,0.0014095604419708252,s2nbr,0.06589371711015701,2018-12-22,post1
Autumn,534975,4129375,2416,0.0014095604419708252,s2nbr,0.09496402740478516,2018-12-27,post2
Autumn,534985,4129375,2417,0.7420358657836914,s2nbr,0.1550976186990738,2018-12-12,pre2
Autumn,534985,4129375,2417,0.7420358657836914,s2nbr,0.22682742774486542,2018-12-17,pre1
Autumn,534985,4129375,2417,0.7420358657836914,s2nbr,0.16960106790065765,2018-12-22,post1
Autumn,534985,4129375,2417,0.7420358657836914,s2nbr,0.12351945787668228,2018-12-27,post2
Autumn,534995,4129375,2418,1,s2nbr,-0.2205248773097992,2018-12-12,pre2
Autumn,534995,4129375,2418,1,s2nbr,-0.07284767925739288,2018-12-17,pre1
Autumn,534995,4129375,2418,1,s2nbr,-2.6845638058148324e-4,2018-12-22,post1
Autumn,534995,4129375,2418,1,s2nbr,-0.0882352963089943,2018-12-27,post2
Autumn,535005,4129375,2419,1,s2nbr,-0.25985223054885864,2018-12-12,pre2
Autumn,535005,4129375,2419,1,s2nbr,-0.23720930516719818,2018-12-17,pre1
Autumn,535005,4129375,2419,1,s2nbr,-0.1015138030052185,2018-12-22,post1
Autumn,535005,4129375,2419,1,s2nbr,-0.18626156449317932,2018-12-27,post2
Autumn,535015,4129375,2420,1,s2nbr,-0.21568627655506134,2018-12-12,pre2
Autumn,535015,4129375,2420,1,s2nbr,-0.30027931928634644,2018-12-17,pre1
Autumn,535015,4129375,2420,1,s2nbr,-0.2932566702365875,2018-12-22,post1
Autumn,535015,4129375,2420,1,s2nbr,-0.18313570320606232,2018-12-27,post2
Autumn,535025,4129375,2421,1,s2nbr,-0.09467864781618118,2018-12-12,pre2
Autumn,535025,4129375,2421,1,s2nbr,-0.14043691754341125,2018-12-17,pre1
Autumn,535025,4129375,2421,1,s2nbr,-0.2830042541027069,2018-12-22,post1
Autumn,535025,4129375,2421,1,s2nbr,-0.11331132799386978,2018-12-27,post2
Autumn,535035,4129375,2422,1,s2nbr,0.044632088392972946,2018-12-12,pre2
Autumn,535035,4129375,2422,1,s2nbr,0.10087873786687851,2018-12-17,pre1
Autumn,535035,4129375,2422,1,s2nbr,-0.18738803267478943,2018-12-22,post1
Autumn,535035,4129375,2422,1,s2nbr,-0.041152264922857285,2018-12-27,post2
Autumn,535045,4129375,2423,1,s2nbr,-0.050400376319885254,2018-12-12,pre2
Autumn,535045,4129375,2423,1,s2nbr,-0.009135995991528034,2018-12-17,pre1
Autumn,535045,4129375,2423,1,s2nbr,-0.2813107371330261,2018-12-22,post1
Autumn,535045,4129375,2423,1,s2nbr,-0.11769991368055344,2018-12-27,post2
Autumn,535055,4129375,2424,1,s2nbr,-0.03480278328061104,2018-12-12,pre2
Autumn,535055,4129375,2424,1,s2nbr,0.048017729073762894,2018-12-17,pre1
Autumn,535055,4129375,2424,1,s2nbr,-0.25551021099090576,2018-12-22,post1
Autumn,535055,4129375,2424,1,s2nbr,-0.12274368107318878,2018-12-27,post2
Autumn,535065,4129375,2425,1,s2nbr,-0.06521739065647125,2018-12-12,pre2
Autumn,535065,4129375,2425,1,s2nbr,0.020522791892290115,2018-12-17,pre1
Autumn,535065,4129375,2425,1,s2nbr,-0.33269137144088745,2018-12-22,post1
Autumn,535065,4129375,2425,1,s2nbr,-0.19861231744289398,2018-12-27,post2
Autumn,535075,4129375,2426,1,s2nbr,-0.06968933343887329,2018-12-12,pre2
Autumn,535075,4129375,2426,1,s2nbr,0.028914114460349083,2018-12-17,pre1
Autumn,535075,4129375,2426,1,s2nbr,-0.25419121980667114,2018-12-22,post1
Autumn,535075,4129375,2426,1,s2nbr,-0.1711864471435547,2018-12-27,post2
Autumn,535085,4129375,2427,1,s2nbr,-0.09231073409318924,2018-12-12,pre2
Autumn,535085,4129375,2427,1,s2nbr,-0.033506762236356735,2018-12-17,pre1
Autumn,535085,4129375,2427,1,s2nbr,-0.20545808970928192,2018-12-22,post1
Autumn,535085,4129375,2427,1,s2nbr,-0.1543026715517044,2018-12-27,post2
Autumn,535095,4129375,2428,0.9973319172859192,s2nbr,-0.09795350581407547,2018-12-12,pre2
Autumn,535095,4129375,2428,0.9973319172859192,s2nbr,-0.05011630430817604,2018-12-17,pre1
Autumn,535095,4129375,2428,0.9973319172859192,s2nbr,-0.1860375851392746,2018-12-22,post1
Autumn,535095,4129375,2428,0.9973319172859192,s2nbr,-0.13742689788341522,2018-12-27,post2
Autumn,535105,4129375,2429,0.0852452740073204,s2nbr,-0.04892086237668991,2018-12-12,pre2
Autumn,535105,4129375,2429,0.0852452740073204,s2nbr,-0.012799999676644802,2018-12-17,pre1
Autumn,535105,4129375,2429,0.0852452740073204,s2nbr,-0.1250898689031601,2018-12-22,post1
Autumn,535105,4129375,2429,0.0852452740073204,s2nbr,-0.09659090638160706,2018-12-27,post2
Autumn,534975,4129365,2493,0.238557368516922,s2nbr,-0.02404526248574257,2018-12-12,pre2
Autumn,534975,4129365,2493,0.238557368516922,s2nbr,0.019372694194316864,2018-12-17,pre1
Autumn,534975,4129365,2493,0.238557368516922,s2nbr,0.014475025236606598,2018-12-22,post1
Autumn,534975,4129365,2493,0.238557368516922,s2nbr,0.06468401849269867,2018-12-27,post2
Autumn,534985,4129365,2494,1,s2nbr,-0.26563769578933716,2018-12-12,pre2
Autumn,534985,4129365,2494,1,s2nbr,-0.09732620418071747,2018-12-17,pre1
Autumn,534985,4129365,2494,1,s2nbr,-0.12330418825149536,2018-12-22,post1
Autumn,534985,4129365,2494,1,s2nbr,-0.08368200808763504,2018-12-27,post2
Autumn,534995,4129365,2495,1,s2nbr,-0.39668309688568115,2018-12-12,pre2
Autumn,534995,4129365,2495,1,s2nbr,-0.403556764125824,2018-12-17,pre1
Autumn,534995,4129365,2495,1,s2nbr,-0.4862385392189026,2018-12-22,post1
Autumn,534995,4129365,2495,1,s2nbr,-0.23627685010433197,2018-12-27,post2
Autumn,535005,4129365,2496,1,s2nbr,-0.2142433226108551,2018-12-12,pre2
Autumn,535005,4129365,2496,1,s2nbr,-0.15724052488803864,2018-12-17,pre1
Autumn,535005,4129365,2496,1,s2nbr,-0.30347734689712524,2018-12-22,post1
Autumn,535005,4129365,2496,1,s2nbr,-0.18783068656921387,2018-12-27,post2
Autumn,535015,4129365,2497,1,s2nbr,-0.04016268253326416,2018-12-12,pre2
Autumn,535015,4129365,2497,1,s2nbr,-0.05855599790811539,2018-12-17,pre1
Autumn,535015,4129365,2497,1,s2nbr,-0.20624086260795593,2018-12-22,post1
Autumn,535015,4129365,2497,1,s2nbr,-0.11691541969776154,2018-12-27,post2
Autumn,535025,4129365,2498,1,s2nbr,-6.317119114100933e-4,2018-12-12,pre2
Autumn,535025,4129365,2498,1,s2nbr,-0.007483261171728373,2018-12-17,pre1
Autumn,535025,4129365,2498,1,s2nbr,-0.0862012431025505,2018-12-22,post1
Autumn,535025,4129365,2498,1,s2nbr,-0.04329897090792656,2018-12-27,post2
Autumn,535035,4129365,2499,1,s2nbr,0.1234089657664299,2018-12-12,pre2
Autumn,535035,4129365,2499,1,s2nbr,0.20780427753925323,2018-12-17,pre1
Autumn,535035,4129365,2499,1,s2nbr,0.021552996709942818,2018-12-22,post1
Autumn,535035,4129365,2499,1,s2nbr,0.06899724155664444,2018-12-27,post2
Autumn,535045,4129365,2500,1,s2nbr,-0.0045045046135783195,2018-12-12,pre2
Autumn,535045,4129365,2500,1,s2nbr,0.06865815818309784,2018-12-17,pre1
Autumn,535045,4129365,2500,1,s2nbr,-0.12399512529373169,2018-12-22,post1
Autumn,535045,4129365,2500,1,s2nbr,0.013481363654136658,2018-12-27,post2
Autumn,535055,4129365,2501,1,s2nbr,0.017621144652366638,2018-12-12,pre2
Autumn,535055,4129365,2501,1,s2nbr,0.0841032937169075,2018-12-17,pre1
Autumn,535055,4129365,2501,1,s2nbr,-0.14576607942581177,2018-12-22,post1
Autumn,535055,4129365,2501,1,s2nbr,-0.014681892469525337,2018-12-27,post2
Autumn,535065,4129365,2502,1,s2nbr,-0.019200000911951065,2018-12-12,pre2
Autumn,535065,4129365,2502,1,s2nbr,0.017551463097333908,2018-12-17,pre1
Autumn,535065,4129365,2502,1,s2nbr,-0.2610478401184082,2018-12-22,post1
Autumn,535065,4129365,2502,1,s2nbr,-0.12084347009658813,2018-12-27,post2
Autumn,535075,4129365,2503,1,s2nbr,-0.03830480948090553,2018-12-12,pre2
Autumn,535075,4129365,2503,1,s2nbr,0.024736503139138222,2018-12-17,pre1
Autumn,535075,4129365,2503,1,s2nbr,-0.20505006611347198,2018-12-22,post1
Autumn,535075,4129365,2503,1,s2nbr,-0.1346469670534134,2018-12-27,post2
Autumn,535085,4129365,2504,1,s2nbr,-0.08246816694736481,2018-12-12,pre2
Autumn,535085,4129365,2504,1,s2nbr,-0.02539748139679432,2018-12-17,pre1
Autumn,535085,4129365,2504,1,s2nbr,-0.2255251705646515,2018-12-22,post1
Autumn,535085,4129365,2504,1,s2nbr,-0.18688024580478668,2018-12-27,post2
Autumn,535095,4129365,2505,0.8921311497688293,s2nbr,-0.08416716009378433,2018-12-12,pre2
Autumn,535095,4129365,2505,0.8921311497688293,s2nbr,-0.05682060122489929,2018-12-17,pre1
Autumn,535095,4129365,2505,0.8921311497688293,s2nbr,-0.24576954543590546,2018-12-22,post1
Autumn,535095,4129365,2505,0.8921311497688293,s2nbr,-0.19416730105876923,2018-12-27,post2
Autumn,534965,4129355,2569,0.06555361300706863,s2nbr,0.10337496548891068,2018-12-12,pre2
Autumn,534965,4129355,2569,0.06555361300706863,s2nbr,0.1258581280708313,2018-12-17,pre1
Autumn,534965,4129355,2569,0.06555361300706863,s2nbr,0.0754760280251503,2018-12-22,post1
Autumn,534965,4129355,2569,0.06555361300706863,s2nbr,0.05937499925494194,2018-12-27,post2
Autumn,534975,4129355,2570,0.801892876625061,s2nbr,-0.16949740052223206,2018-12-12,pre2
Autumn,534975,4129355,2570,0.801892876625061,s2nbr,0.018555523827672005,2018-12-17,pre1
Autumn,534975,4129355,2570,0.801892876625061,s2nbr,-0.056910570710897446,2018-12-22,post1
Autumn,534975,4129355,2570,0.801892876625061,s2nbr,0.016339870169758797,2018-12-27,post2
Autumn,534985,4129355,2571,1,s2nbr,-0.1806691437959671,2018-12-12,pre2
Autumn,534985,4129355,2571,1,s2nbr,-0.1763157844543457,2018-12-17,pre1
Autumn,534985,4129355,2571,1,s2nbr,-0.27372461557388306,2018-12-22,post1
Autumn,534985,4129355,2571,1,s2nbr,-0.09343434125185013,2018-12-27,post2
Autumn,534995,4129355,2572,1,s2nbr,0.008739076554775238,2018-12-12,pre2
Autumn,534995,4129355,2572,1,s2nbr,-0.1410338282585144,2018-12-17,pre1
Autumn,534995,4129355,2572,1,s2nbr,-0.26885247230529785,2018-12-22,post1
Autumn,534995,4129355,2572,1,s2nbr,-0.1439894288778305,2018-12-27,post2
Autumn,535005,4129355,2573,1,s2nbr,-0.207002192735672,2018-12-12,pre2
Autumn,535005,4129355,2573,1,s2nbr,-0.1318565458059311,2018-12-17,pre1
Autumn,535005,4129355,2573,1,s2nbr,-0.2621951103210449,2018-12-22,post1
Autumn,535005,4129355,2573,1,s2nbr,-0.16431924700737,2018-12-27,post2
Autumn,535015,4129355,2574,1,s2nbr,-0.033345822244882584,2018-12-12,pre2
Autumn,535015,4129355,2574,1,s2nbr,-0.02777777798473835,2018-12-17,pre1
Autumn,535015,4129355,2574,1,s2nbr,-0.11247600615024567,2018-12-22,post1
Autumn,535015,4129355,2574,1,s2nbr,-0.06666667014360428,2018-12-27,post2
Autumn,535025,4129355,2575,1,s2nbr,-0.08530466258525848,2018-12-12,pre2
Autumn,535025,4129355,2575,1,s2nbr,-0.09195088595151901,2018-12-17,pre1
Autumn,535025,4129355,2575,1,s2nbr,-0.20940935611724854,2018-12-22,post1
Autumn,535025,4129355,2575,1,s2nbr,-0.10397294908761978,2018-12-27,post2
Autumn,535035,4129355,2576,1,s2nbr,-0.014065640047192574,2018-12-12,pre2
Autumn,535035,4129355,2576,1,s2nbr,0.01935799978673458,2018-12-17,pre1
Autumn,535035,4129355,2576,1,s2nbr,-0.07720337063074112,2018-12-22,post1
Autumn,535035,4129355,2576,1,s2nbr,0.014339623041450977,2018-12-27,post2
Autumn,535045,4129355,2577,1,s2nbr,-0.02604166604578495,2018-12-12,pre2
Autumn,535045,4129355,2577,1,s2nbr,-0.03834009915590286,2018-12-17,pre1
Autumn,535045,4129355,2577,1,s2nbr,-0.10588235408067703,2018-12-22,post1
Autumn,535045,4129355,2577,1,s2nbr,0.017325017601251602,2018-12-27,post2
Autumn,535055,4129355,2578,1,s2nbr,-0.03547963127493858,2018-12-12,pre2
Autumn,535055,4129355,2578,1,s2nbr,-0.0056793359108269215,2018-12-17,pre1
Autumn,535055,4129355,2578,1,s2nbr,-0.1286449432373047,2018-12-22,post1
Autumn,535055,4129355,2578,1,s2nbr,-0.015032212249934673,2018-12-27,post2
